A,B,C
0.4967141530112327,1.172321986196607,0.6929286296365145
-0.13826430117118466,0.0038636608417478846,-0.7144804149904405
0.6476885381006925,1.8369026977890235,1.945687464161169
1.5230298564080254,3.572960738833502,4.592579866106447
-0.23415337472333597,-1.1571414334252175,-0.9274928599096297
-0.23413695694918055,-0.9371864338559225,-0.39098590467379224
1.5792128155073915,3.415943264619113,4.203828231830877
0.7674347291529088,1.791762433761922,2.2311144449480795
-0.4694743859349521,-0.6814249287168803,-1.3482753419489069
0.5425600435859647,3.0114858324992895,1.8848995477872685
-0.46341769281246226,-0.641390130278341,-1.034445639392942
-0.46572975357025687,-0.3636766870502143,-1.959510306629705
0.24196227156603412,0.9609254248786694,-0.0411702706697088
-1.913280244657798,-3.500864863662697,-5.101002323024138
-1.7249178325130328,-3.6074702873462385,-5.008596491549303
-0.5622875292409727,-0.7450904482353118,-2.061105856001195
-1.0128311203344238,-2.4120748479376335,-2.26291737324201
0.3142473325952739,0.5100853618205433,1.0005793149322508
-0.9080240755212111,-2.058729924956974,-2.13442363453172
-1.4123037013352917,-2.783670332977422,-4.20315186330082
1.465648768921554,4.088626821179862,5.427320269205656
-0.22577630048653566,-1.3851851972689455,0.2003415197619952
0.06752820468792384,0.47818650456310446,0.07810253982423476
-1.4247481862134568,-3.6558543080217394,-3.7884590831631932
-0.5443827245251827,-1.324731381945082,-1.3104601987829743
0.11092258970986608,0.7663204779034153,1.0170835478957727
-1.1509935774223028,-2.269847145296874,-3.935442462556961
0.37569801834567196,0.21252364772669086,1.4701197850362355
-0.600638689918805,-1.558929234467594,-1.272703826331621
-0.2916937497932768,-0.24358862511921564,-1.7544509925913876
-0.6017066122293969,-1.5685965403173623,-2.396749093021078
1.8522781845089378,3.812785663808863,4.537218464646763
-0.013497224737933914,-0.004208529523960943,-0.17519509143608059
-1.0577109289559,-2.4412220317147084,-2.8143616589697187
0.822544912103189,2.717061868869041,3.218813262357581
-1.2208436499710222,-2.124727788783039,-3.625483559703179
0.2088635950047554,-0.5948441033192928,1.4408985577999123
-1.9596701238797756,-3.8261130903748373,-6.569061100746772
-1.3281860488984305,-2.987265330181055,-4.8362493663728685
0.19686123586912352,0.8199391391363591,0.5628098581590611
0.7384665799954104,1.0806727907744706,2.407432464455885
0.1713682811899705,0.2853683416464915,0.4977574695228649
-0.11564828238824053,0.021197074713747516,-1.38066589718466
-0.3011036955892888,-0.16932979409351684,-0.9478711065242607
-1.4785219903674274,-3.557192184262743,-5.087800721354708
-0.7198442083947086,-1.6069390347098915,-1.8246963507691065
-0.4606387709597875,-1.1587501975000531,-1.1986171898309383
1.0571222262189157,1.7875798361509756,2.7014267854930694
0.3436182895684614,1.5699636992774713,0.7739214100370375
-1.763040155362734,-3.3235894552449903,-5.818727227032677
0.324083969394795,0.01772596162206741,0.9409123595477991
-0.38508228041631654,-0.31123358730524503,-0.6776756809983304
-0.6769220003059587,-0.29276590210560083,-2.5236290240856483
0.6116762888408679,1.739585207957309,2.087052124281526
1.030999522495951,1.3023140620148952,2.8278697583016323
0.9312801191161986,1.6204432017992714,2.3974039412174233
-0.8392175232226385,-1.0449794718519656,-2.5711677496451943
-0.3092123758512146,-0.9722594845118195,-1.4452582887633307
0.33126343140356396,0.8844365768802421,0.7169656415371009
0.9755451271223592,2.3384072809593865,2.3276964350726534
-0.47917423784528995,-1.4218137114796214,-0.45516014707767527
-0.18565897666381712,-0.4010806313585343,-0.539345154005587
-1.1063349740060282,-3.8333036180465925,-3.6688676760143775
-1.1962066240806708,-2.9046070688284864,-3.481629916874901
0.812525822394198,1.4987675690918159,2.381413442337179
1.356240028570823,2.088588466159221,3.958235285945858
-0.07201012158033385,0.67218540880515,0.09105298528071107
1.0035328978920242,1.291995106803732,3.389352548699725
0.36163602504763415,0.5032498067467764,0.8196575013376388
-0.6451197546051243,-1.224869220567203,-2.2232683841377128
0.36139560550841393,1.4434278555498856,0.9466609679494198
1.5380365664659692,2.358142057342219,3.463149117030115
-0.03582603910995153,0.5099297978575767,-0.8650736484291306
1.564643655814006,3.1344038421378055,5.37736810116428
-2.6197451040897444,-5.730244533703464,-7.036751455518591
0.8219025043752238,1.874856745882083,2.3411894933474824
0.08704706823817134,0.27362398426307766,0.5494196862423972
-0.29900735046586785,-0.8981231395111331,-0.7413969741258355
0.0917607765355023,0.218422595566014,1.8147227338341256
-1.9875689146008928,-4.167794627632666,-5.402919288085391
-0.21967188783751193,-0.38258510304939986,-0.722974459252919
0.3571125715117464,1.045290480284016,0.5935674942350263
1.477894044741516,3.748796497555708,3.630458974095762
-0.5182702182736474,-1.6554481859607193,-1.4530788368873306
-0.8084936028931876,-0.5504705184582419,-2.8036561813217142
-0.5017570435845365,-1.979557986930324,-2.216397985552447
0.9154021177020741,1.7549116878863567,2.422919910984959
0.32875110965968446,0.951660822561657,0.4454793271718558
